,ID,Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
419,20182,2018,2,La Rioja,51931,17,51948
420,20182,2018,2,Mendoza,199468,1484,200952
421,20182,2018,2,Misiones,106147,0,106147
422,20182,2018,2,Neuquén,113842,2006,115848
423,20182,2018,2,Río Negro,111176,1059,112235
424,20182,2018,2,Salta,134166,1,134167
425,20182,2018,2,San Juan,63443,658,64101
426,20182,2018,2,San Luis,21168,300,21468
427,20182,2018,2,Santa Cruz,33970,435,34405
428,20182,2018,2,Santa Fe,684243,309,684552
429,20182,2018,2,Santiago Del Estero,83773,2,83775
430,20182,2018,2,Tierra Del Fuego,44199,508,44707
431,20182,2018,2,Tucumán,169926,31,169957
432,20181,2018,1,Buenos Aires,3464882,10564,3475446
433,20181,2018,1,Capital Federal,1359882,6688,1366570
434,20181,2018,1,Catamarca,33934,11,33945
435,20181,2018,1,Chaco,96925,12,96937
436,20181,2018,1,Chubut,95532,2427,97959
437,20181,2018,1,Córdoba,713825,101,713926
438,20181,2018,1,Corrientes,94406,11,94417
439,20181,2018,1,Entre Ríos,197346,48,197394
440,20181,2018,1,Formosa,32328,0,32328
441,20181,2018,1,Jujuy,44405,1,44406
442,20181,2018,1,La Pampa,82668,396,83064
443,20181,2018,1,La Rioja,52228,17,52245
444,20181,2018,1,Mendoza,199463,1484,200947
445,20181,2018,1,Misiones,103580,0,103580
446,20181,2018,1,Neuquén,115897,2006,117903
447,20181,2018,1,Río Negro,110057,1062,111119
448,20181,2018,1,Salta,133182,1,133183
449,20181,2018,1,San Juan,62610,658,63268
450,20181,2018,1,San Luis,21096,300,21396
451,20181,2018,1,Santa Cruz,33970,435,34405
452,20181,2018,1,Santa Fe,679717,309,680026
453,20181,2018,1,Santiago Del Estero,82916,2,82918
454,20181,2018,1,Tierra Del Fuego,31106,508,31614
455,20181,2018,1,Tucumán,168026,31,168057
456,20174,2017,4,Buenos Aires,3171206,10690,3181896
457,20174,2017,4,Capital Federal,1575418,6906,1582324
458,20174,2017,4,Catamarca,29548,10,29558
459,20174,2017,4,Chaco,96603,12,96615
460,20174,2017,4,Chubut,91012,2428,93440
461,20174,2017,4,Córdoba,709874,105,709979
462,20174,2017,4,Corrientes,93760,11,93771
463,20174,2017,4,Entre Ríos,193654,49,193703
464,20174,2017,4,Formosa,32056,0,32056
465,20174,2017,4,Jujuy,43551,1,43552
466,20174,2017,4,La Pampa,81675,396,82071
467,20174,2017,4,La Rioja,52177,17,52194
468,20174,2017,4,Mendoza,178661,1490,180151
469,20174,2017,4,Misiones,103895,0,103895
470,20174,2017,4,Neuquén,114965,2006,116971
471,20174,2017,4,Río Negro,108702,1062,109764
472,20174,2017,4,Salta,132811,1,132812
473,20174,2017,4,San Juan,57965,659,58624
474,20174,2017,4,San Luis,14604,300,14904
475,20174,2017,4,Santa Cruz,29018,434,29452
476,20174,2017,4,Santa Fe,672137,323,672460
477,20174,2017,4,Santiago Del Estero,68842,2,68844
478,20174,2017,4,Tierra Del Fuego,28346,508,28854
479,20174,2017,4,Tucumán,162298,34,162332
480,20173,2017,3,Buenos Aires,3046758,11202,3057960
481,20173,2017,3,Capital Federal,1563289,7070,1570359
482,20173,2017,3,Catamarca,33467,11,33478
483,20173,2017,3,Chaco,93747,12,93759
484,20173,2017,3,Chubut,81067,2477,83544
485,20173,2017,3,Córdoba,696536,108,696644
486,20173,2017,3,Corrientes,92536,12,92548
487,20173,2017,3,Entre Ríos,185414,50,185464
488,20173,2017,3,Formosa,32105,0,32105
489,20173,2017,3,Jujuy,43241,1,43242
490,20173,2017,3,La Pampa,79280,410,79690
491,20173,2017,3,La Rioja,51896,17,51913
492,20173,2017,3,Mendoza,190958,1533,192491
493,20173,2017,3,Misiones,100476,0,100476
494,20173,2017,3,Neuquén,113755,2029,115784
495,20173,2017,3,Río Negro,106393,1103,107496
496,20173,2017,3,Salta,132517,1,132518
497,20173,2017,3,San Juan,61789,660,62449
498,20173,2017,3,San Luis,21408,311,21719
499,20173,2017,3,Santa Cruz,33222,468,33690
500,20173,2017,3,Santa Fe,662086,256,662342
501,20173,2017,3,Santiago Del Estero,82792,2,82794
502,20173,2017,3,Tierra Del Fuego,30883,583,31466
503,20173,2017,3,Tucumán,160979,33,161012
504,20172,2017,2,Buenos Aires,3067430,11201,3078631
505,20172,2017,2,Capital Federal,1592175,8016,1600191
506,20172,2017,2,Catamarca,26692,13,26705
507,20172,2017,2,Chaco,90597,14,90611
508,20172,2017,2,Chubut,62245,1730,63975
509,20172,2017,2,Córdoba,657505,133,657638
510,20172,2017,2,Corrientes,90085,12,90097
511,20172,2017,2,Entre Ríos,182675,57,182732
512,20172,2017,2,Formosa,29956,0,29956
513,20172,2017,2,Jujuy,42656,1,42657
514,20172,2017,2,La Pampa,72573,449,73022
515,20172,2017,2,La Rioja,16271,18,16289
516,20172,2017,2,Mendoza,169302,1451,170753
517,20172,2017,2,Misiones,99794,0,99794
518,20172,2017,2,Neuquén,115321,2112,117433
519,20172,2017,2,Río Negro,100621,998,101619
520,20172,2017,2,Salta,108540,1,108541
521,20172,2017,2,San Juan,51261,620,51881
522,20172,2017,2,San Luis,12992,315,13307
523,20172,2017,2,Santa Cruz,26019,369,26388
524,20172,2017,2,Santa Fe,566918,362,567280
525,20172,2017,2,Santiago Del Estero,33194,2,33196
526,20172,2017,2,Tierra Del Fuego,31938,619,32557
527,20172,2017,2,Tucumán,154374,37,154411
528,20171,2017,1,Buenos Aires,3178174,11202,3189376
529,20171,2017,1,Capital Federal,1391030,8016,1399046
530,20171,2017,1,Catamarca,26304,13,26317
531,20171,2017,1,Chaco,89036,14,89050
532,20171,2017,1,Chubut,62166,1730,63896
533,20171,2017,1,Córdoba,641066,133,641199
534,20171,2017,1,Corrientes,88596,12,88608
535,20171,2017,1,Entre Ríos,180296,57,180353
536,20171,2017,1,Formosa,29705,0,29705
537,20171,2017,1,Jujuy,43202,1,43203
538,20171,2017,1,La Pampa,71458,455,71913
539,20171,2017,1,La Rioja,16207,18,16225
540,20171,2017,1,Mendoza,169282,1451,170733
541,20171,2017,1,Misiones,97619,0,97619
542,20171,2017,1,Neuquén,113227,2112,115339
543,20171,2017,1,Río Negro,100288,1000,101288
544,20171,2017,1,Salta,107632,1,107633
545,20171,2017,1,San Juan,51253,620,51873
546,20171,2017,1,San Luis,12992,315,13307
547,20171,2017,1,Santa Cruz,26116,370,26486
548,20171,2017,1,Santa Fe,562520,362,562882
549,20171,2017,1,Santiago Del Estero,34473,2,34475
550,20171,2017,1,Tierra Del Fuego,31938,619,32557
551,20171,2017,1,Tucumán,152734,37,152771
552,20164,2016,4,Buenos Aires,3131499,11202,3142701
553,20164,2016,4,Capital Federal,1393443,8016,1401459
554,20164,2016,4,Catamarca,27021,13,27034
555,20164,2016,4,Chaco,88833,14,88847
556,20164,2016,4,Chubut,62035,1730,63765
557,20164,2016,4,Córdoba,636422,133,636555
558,20164,2016,4,Corrientes,88084,12,88096
559,20164,2016,4,Entre Ríos,180188,57,180245
560,20164,2016,4,Formosa,29513,0,29513
561,20164,2016,4,Jujuy,42624,1,42625
562,20164,2016,4,La Pampa,71368,460,71828
563,20164,2016,4,La Rioja,16298,18,16316
564,20164,2016,4,Mendoza,169274,1451,170725
565,20164,2016,4,Misiones,97390,0,97390
566,20164,2016,4,Neuquén,111723,2112,113835
567,20164,2016,4,Río Negro,100020,1000,101020
568,20164,2016,4,Salta,106934,1,106935
569,20164,2016,4,San Juan,51301,620,51921
570,20164,2016,4,San Luis,12992,315,13307
571,20164,2016,4,Santa Cruz,26094,370,26464
572,20164,2016,4,Santa Fe,561470,362,561832
573,20164,2016,4,Santiago Del Estero,35049,2,35051
574,20164,2016,4,Tierra Del Fuego,31938,619,32557
575,20164,2016,4,Tucumán,151615,37,151652
576,20163,2016,3,Buenos Aires,3075387,11205,3086592
577,20163,2016,3,Capital Federal,1395053,8051,1403104
578,20163,2016,3,Catamarca,26957,13,26970
579,20163,2016,3,Chaco,89216,14,89230
580,20163,2016,3,Chubut,62222,1730,63952
581,20163,2016,3,Córdoba,642458,133,642591
582,20163,2016,3,Corrientes,88328,12,88340
583,20163,2016,3,Entre Ríos,181092,57,181149
584,20163,2016,3,Formosa,27716,0,27716
585,20163,2016,3,Jujuy,42537,1,42538
586,20163,2016,3,La Pampa,69903,461,70364
587,20163,2016,3,La Rioja,16912,18,16930
588,20163,2016,3,Mendoza,169174,1450,170624
589,20163,2016,3,Misiones,97997,0,97997
590,20163,2016,3,Neuquén,110491,2112,112603
591,20163,2016,3,Río Negro,100024,1002,101026
592,20163,2016,3,Salta,107790,1,107791
593,20163,2016,3,San Juan,51348,620,51968
594,20163,2016,3,San Luis,12978,315,13293
595,20163,2016,3,Santa Cruz,25886,371,26257
596,20163,2016,3,Santa Fe,566625,386,567011
597,20163,2016,3,Santiago Del Estero,35658,2,35660
598,20163,2016,3,Tierra Del Fuego,31306,619,31925
599,20163,2016,3,Tucumán,151282,37,151319
600,20162,2016,2,Buenos Aires,3032776,12515,3045291
601,20162,2016,2,Capital Federal,1384824,9760,1394584
602,20162,2016,2,Catamarca,26543,13,26556
603,20162,2016,2,Chaco,88235,16,88251
604,20162,2016,2,Chubut,62116,1740,63856
605,20162,2016,2,Córdoba,634680,234,634914
606,20162,2016,2,Corrientes,86932,24,86956
607,20162,2016,2,Entre Ríos,178194,179,178373
608,20162,2016,2,Formosa,28801,1,28802
609,20162,2016,2,Jujuy,41187,2,41189
610,20162,2016,2,La Pampa,68403,485,68888
611,20162,2016,2,La Rioja,16718,18,16736
612,20162,2016,2,Mendoza,169274,1550,170824
613,20162,2016,2,Misiones,95808,7,95815
614,20162,2016,2,Neuquén,108224,2291,110515
615,20162,2016,2,Río Negro,99631,1073,100704
616,20162,2016,2,Salta,104929,3,104932
617,20162,2016,2,San Juan,51392,621,52013
618,20162,2016,2,San Luis,12939,317,13256
619,20162,2016,2,Santa Cruz,25797,356,26153
620,20162,2016,2,Santa Fe,563867,607,564474
621,20162,2016,2,Santiago Del Estero,36958,3,36961
622,20162,2016,2,Tierra Del Fuego,30740,619,31359
623,20162,2016,2,Tucumán,148636,41,148677
624,20161,2016,1,Buenos Aires,2929903,12612,2942515
625,20161,2016,1,Capital Federal,1328079,9817,1337896
626,20161,2016,1,Catamarca,26376,13,26389
627,20161,2016,1,Chaco,86635,16,86651
628,20161,2016,1,Chubut,62060,1740,63800
629,20161,2016,1,Córdoba,609692,234,609926
630,20161,2016,1,Corrientes,85510,26,85536
631,20161,2016,1,Entre Ríos,174634,179,174813
632,20161,2016,1,Formosa,28313,1,28314
633,20161,2016,1,Jujuy,40287,2,40289
634,20161,2016,1,La Pampa,65442,487,65929
635,20161,2016,1,La Rioja,16673,18,16691
636,20161,2016,1,Mendoza,169257,1553,170810
637,20161,2016,1,Misiones,92951,7,92958
638,20161,2016,1,Neuquén,101969,2292,104261
639,20161,2016,1,Río Negro,98745,1077,99822
640,20161,2016,1,Salta,102423,3,102426
641,20161,2016,1,San Juan,51373,621,51994
642,20161,2016,1,San Luis,12915,317,13232
643,20161,2016,1,Santa Cruz,25931,356,26287
644,20161,2016,1,Santa Fe,551378,618,551996
645,20161,2016,1,Santiago Del Estero,37695,3,37698
646,20161,2016,1,Tierra Del Fuego,29867,619,30486
647,20161,2016,1,Tucumán,146596,41,146637
648,20154,2015,4,Buenos Aires,2946743,12642,2959385
649,20154,2015,4,Capital Federal,1360381,9845,1370226
650,20154,2015,4,Catamarca,26459,13,26472
651,20154,2015,4,Chaco,86537,16,86553
652,20154,2015,4,Chubut,62279,1740,64019
653,20154,2015,4,Córdoba,625835,235,626070
654,20154,2015,4,Corrientes,85409,26,85435
655,20154,2015,4,Entre Ríos,173957,180,174137
656,20154,2015,4,Formosa,28088,1,28089
657,20154,2015,4,Jujuy,39922,2,39924
658,20154,2015,4,La Pampa,66054,312,66366
659,20154,2015,4,La Rioja,16914,18,16932
660,20154,2015,4,Mendoza,169251,1556,170807
661,20154,2015,4,Misiones,92846,7,92853
662,20154,2015,4,Neuquén,105122,2294,107416
663,20154,2015,4,Río Negro,98655,1067,99722
664,20154,2015,4,Salta,101917,3,101920
665,20154,2015,4,San Juan,51408,621,52029
666,20154,2015,4,San Luis,12901,317,13218
667,20154,2015,4,Santa Cruz,26047,356,26403
668,20154,2015,4,Santa Fe,561045,627,561672
669,20154,2015,4,Santiago Del Estero,39132,3,39135
670,20154,2015,4,Tierra Del Fuego,29334,619,29953
671,20154,2015,4,Tucumán,146053,42,146095
672,20153,2015,3,Buenos Aires,2916070,12695,2928765
673,20153,2015,3,Capital Federal,1362193,9875,1372068
674,20153,2015,3,Catamarca,26080,13,26093
675,20153,2015,3,Chaco,85354,16,85370
676,20153,2015,3,Chubut,62143,1740,63883
677,20153,2015,3,Córdoba,622761,237,622998
678,20153,2015,3,Corrientes,84931,28,84959
679,20153,2015,3,Entre Ríos,172252,182,172434
680,20153,2015,3,Formosa,27751,1,27752
681,20153,2015,3,Jujuy,39548,2,39550
682,20153,2015,3,La Pampa,64976,495,65471
683,20153,2015,3,La Rioja,16753,18,16771
684,20153,2015,3,Mendoza,169261,1562,170823
685,20153,2015,3,Misiones,91615,7,91622
686,20153,2015,3,Neuquén,98376,2240,100616
687,20153,2015,3,Río Negro,98529,1085,99614
688,20153,2015,3,Salta,100570,3,100573
689,20153,2015,3,San Juan,51409,621,52030
690,20153,2015,3,San Luis,12902,317,13219
691,20153,2015,3,Santa Cruz,25912,359,26271
692,20153,2015,3,Santa Fe,556097,641,556738
693,20153,2015,3,Santiago Del Estero,39394,3,39397
694,20153,2015,3,Tierra Del Fuego,33118,619,33737
695,20153,2015,3,Tucumán,144272,42,144314
696,20152,2015,2,Buenos Aires,2871079,12711,2883790
697,20152,2015,2,Capital Federal,1336391,9893,1346284
698,20152,2015,2,Catamarca,25666,13,25679
699,20152,2015,2,Chaco,83832,16,83848
700,20152,2015,2,Chubut,61745,1740,63485
701,20152,2015,2,Córdoba,609510,236,609746
702,20152,2015,2,Corrientes,83288,28,83316
703,20152,2015,2,Entre Ríos,169309,183,169492
704,20152,2015,2,Formosa,27013,37,27050
705,20152,2015,2,Jujuy,37720,2,37722
706,20152,2015,2,La Pampa,63552,500,64052
707,20152,2015,2,La Rioja,16491,18,16509
708,20152,2015,2,Mendoza,169259,1564,170823
709,20152,2015,2,Misiones,88512,7,88519
710,20152,2015,2,Neuquén,95644,2241,97885
711,20152,2015,2,Río Negro,97640,1087,98727
712,20152,2015,2,Salta,98264,3,98267
713,20152,2015,2,San Juan,51367,621,51988
714,20152,2015,2,San Luis,12904,317,13221
715,20152,2015,2,Santa Cruz,25384,379,25763
716,20152,2015,2,Santa Fe,545739,649,546388
717,20152,2015,2,Santiago Del Estero,39375,3,39378
718,20152,2015,2,Tierra Del Fuego,32960,619,33579
719,20152,2015,2,Tucumán,140635,42,140677
720,20151,2015,1,Buenos Aires,2847076,14766,2861842
721,20151,2015,1,Capital Federal,1321139,11582,1332721
722,20151,2015,1,Catamarca,25312,20,25332
723,20151,2015,1,Chaco,81329,31,81360
724,20151,2015,1,Chubut,63327,1946,65273
725,20151,2015,1,Córdoba,596663,294,596957
726,20151,2015,1,Corrientes,81488,43,81531
727,20151,2015,1,Entre Ríos,165839,231,166070
728,20151,2015,1,Formosa,26657,43,26700
729,20151,2015,1,Jujuy,36608,3,36611
730,20151,2015,1,La Pampa,62155,542,62697
731,20151,2015,1,La Rioja,16310,23,16333
732,20151,2015,1,Mendoza,168355,1805,170160
733,20151,2015,1,Misiones,85139,7,85146
734,20151,2015,1,Neuquén,93373,2369,95742
735,20151,2015,1,Río Negro,96145,1188,97333
736,20151,2015,1,Salta,96793,18,96811
737,20151,2015,1,San Juan,51117,702,51819
738,20151,2015,1,San Luis,12878,354,13232
739,20151,2015,1,Santa Cruz,26217,424,26641
740,20151,2015,1,Santa Fe,535640,797,536437
741,20151,2015,1,Santiago Del Estero,39244,8,39252
742,20151,2015,1,Tierra Del Fuego,32726,730,33456
743,20151,2015,1,Tucumán,138184,92,138276
744,20144,2014,4,Buenos Aires,2801178,15229,2816407
745,20144,2014,4,Capital Federal,1318526,11994,1330520
746,20144,2014,4,Catamarca,25472,21,25493
747,20144,2014,4,Chaco,65998,37,66035
748,20144,2014,4,Chubut,66557,1985,68542
749,20144,2014,4,Córdoba,590113,319,590432
750,20144,2014,4,Corrientes,65656,54,65710
751,20144,2014,4,Entre Ríos,140567,246,140813
752,20144,2014,4,Formosa,26156,51,26207
753,20144,2014,4,Jujuy,35999,3,36002
754,20144,2014,4,La Pampa,56813,567,57380
755,20144,2014,4,La Rioja,16379,23,16402
756,20144,2014,4,Mendoza,167766,1848,169614
757,20144,2014,4,Misiones,77222,7,77229
758,20144,2014,4,Neuquén,92999,2397,95396
759,20144,2014,4,Río Negro,95050,1210,96260
760,20144,2014,4,Salta,93921,26,93947
761,20144,2014,4,San Juan,51390,729,52119
762,20144,2014,4,San Luis,12788,359,13147
763,20144,2014,4,Santa Cruz,25277,436,25713
764,20144,2014,4,Santa Fe,528459,938,529397
765,20144,2014,4,Santiago Del Estero,39308,9,39317
766,20144,2014,4,Tierra Del Fuego,28249,741,28990
767,20144,2014,4,Tucumán,137329,95,137424
768,20143,2014,3,Buenos Aires,2835537,14028,2849565
769,20143,2014,3,Capital Federal,1307195,10630,1317825
770,20143,2014,3,Catamarca,24665,21,24686
771,20143,2014,3,Chaco,63710,36,63746
772,20143,2014,3,Chubut,67130,2007,69137
773,20143,2014,3,Córdoba,585231,200,585431
774,20143,2014,3,Corrientes,63516,33,63549
775,20143,2014,3,Entre Ríos,136618,115,136733
776,20143,2014,3,Formosa,25873,64,25937
777,20143,2014,3,Jujuy,33739,2,33741
778,20143,2014,3,La Pampa,61861,564,62425
779,20143,2014,3,La Rioja,15893,23,15916
780,20143,2014,3,Mendoza,166184,1740,167924
781,20143,2014,3,Misiones,75327,0,75327
782,20143,2014,3,Neuquén,100099,2268,102367
783,20143,2014,3,Río Negro,96629,1151,97780
784,20143,2014,3,Salta,92929,25,92954
785,20143,2014,3,San Juan,51031,748,51779
786,20143,2014,3,San Luis,12683,363,13046
787,20143,2014,3,Santa Cruz,25664,446,26110
788,20143,2014,3,Santa Fe,520196,691,520887
789,20143,2014,3,Santiago Del Estero,37539,9,37548
790,20143,2014,3,Tierra Del Fuego,28037,755,28792
791,20143,2014,3,Tucumán,131978,88,132066
792,20142,2014,2,Buenos Aires,2750430,14116,2764546
793,20142,2014,2,Capital Federal,1299502,10713,1310215
794,20142,2014,2,Catamarca,24660,23,24683
795,20142,2014,2,Chaco,63243,36,63279
796,20142,2014,2,Chubut,68503,2016,70519
797,20142,2014,2,Córdoba,576747,205,576952
798,20142,2014,2,Corrientes,62925,33,62958
799,20142,2014,2,Entre Ríos,135468,115,135583
800,20142,2014,2,Formosa,25535,65,25600
801,20142,2014,2,Jujuy,34359,2,34361
802,20142,2014,2,La Pampa,55048,580,55628
803,20142,2014,2,La Rioja,15889,23,15912
804,20142,2014,2,Mendoza,165046,1761,166807
805,20142,2014,2,Misiones,74689,0,74689
806,20142,2014,2,Neuquén,90053,2235,92288
807,20142,2014,2,Río Negro,94812,1145,95957
808,20142,2014,2,Salta,91949,25,91974
809,20142,2014,2,San Juan,50891,755,51646
810,20142,2014,2,San Luis,12691,364,13055
811,20142,2014,2,Santa Cruz,26710,459,27169
812,20142,2014,2,Santa Fe,511753,605,512358
813,20142,2014,2,Santiago Del Estero,38002,9,38011
814,20142,2014,2,Tierra Del Fuego,27443,766,28209
815,20142,2014,2,Tucumán,131981,88,132069
816,20141,2014,1,Buenos Aires,2725732,14144,2739876
817,20141,2014,1,Capital Federal,1289204,10714,1299918
818,20141,2014,1,Catamarca,24209,23,24232
819,20141,2014,1,Chaco,62520,36,62556
820,20141,2014,1,Chubut,68205,2016,70221
821,20141,2014,1,Córdoba,566705,205,566910
822,20141,2014,1,Corrientes,62203,33,62236
823,20141,2014,1,Entre Ríos,134216,115,134331
824,20141,2014,1,Formosa,25335,87,25422
825,20141,2014,1,Jujuy,33825,2,33827
826,20141,2014,1,La Pampa,53601,592,54193
827,20141,2014,1,La Rioja,15688,23,15711
828,20141,2014,1,Mendoza,164084,1761,165845
829,20141,2014,1,Misiones,73950,0,73950
830,20141,2014,1,Neuquén,88077,2303,90380
831,20141,2014,1,Río Negro,93909,1157,95066
832,20141,2014,1,Salta,91265,25,91290
833,20141,2014,1,San Juan,50543,755,51298
834,20141,2014,1,San Luis,12193,364,12557
835,20141,2014,1,Santa Cruz,26304,460,26764
836,20141,2014,1,Santa Fe,506000,612,506612
837,20141,2014,1,Santiago Del Estero,37124,9,37133
838,20141,2014,1,Tierra Del Fuego,27272,766,28038
839,20141,2014,1,Tucumán,129944,88,130032
